date_modified,rib.active_routes_count,rib.backup_routes_count,rib.deleted_routes_count,rib.paths_count,rib.protocol_route_memory,rib.routes_counts,router_id,total_paths,total_prefixes
2022-09-04T02:10:31.925Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:10:31.925Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:10:31.925Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:10:31.925Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:10:53.716Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:10:55.694Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:10:55.694Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:10:55.694Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:11:14.680Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:11:18.650Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:11:18.650Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:11:18.650Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:11:18.650Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:11:39.971Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:11:42.259Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:11:42.259Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:11:42.259Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:12:01.159Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:12:04.984Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:12:04.984Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:12:04.984Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:12:04.984Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:12:28.087Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:12:28.087Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:12:28.087Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:12:28.087Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:12:49.001Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:12:50.912Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:12:50.912Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:12:50.912Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:13:10.019Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:13:13.948Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:13:13.948Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:13:13.948Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:13:13.948Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:13:35.513Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:13:37.584Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:13:37.584Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:13:37.584Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:13:37.584Z,11,0,3,11,2024,14,1.1.1.3,42,30
2022-09-04T02:14:00.784Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:00.784Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:00.784Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:00.784Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:21.923Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:23.868Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:23.868Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:23.868Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:23.868Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:46.353Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:14:48.449Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:14:48.449Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:14:48.449Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:15:08.609Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:15:12.530Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:15:12.530Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:15:12.530Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:15:12.530Z,11,0,0,11,1760,11,1.1.1.3,36,30
2022-09-04T02:15:34.108Z,11,3,0,14,2240,14,1.1.1.3,36,30
2022-09-04T02:15:36.221Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:36.221Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:36.221Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:55.608Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:59.605Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:59.605Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:59.605Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:15:59.605Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:16:21.546Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:16:23.529Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:16:23.529Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:16:23.529Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:16:23.529Z,11,3,0,14,2240,14,1.1.1.3,42,30
2022-09-04T02:16:46.585Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:16:46.585Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:16:46.585Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:16:46.585Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:17:08.161Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:17:10.083Z,11,0,0,11,1760,11,1.1.1.3,42,30
2022-09-04T02:17:10.083Z,11,0,0,11,1760,11,1.1.1.3,42,30
